Team,Season,Time,Name,Status,Position,Market Value,Age,Fee
Manchester City FC FC,2018/2019,SUMMER,Anthony Cáceres,Out,Attacking Midfield,€500k,25,loan transfer
Manchester City FC FC,2018/2019,SUMMER,Pablo Marí,Out,Centre-Back,€750k,24,loan transfer
Manchester City FC FC,2018/2019,SUMMER,Manu García,Out,Attacking Midfield,€2.00m,20,loan transfer
Manchester City FC FC,2018/2019,SUMMER,Patrick Roberts,Out,Right Winger,€7.50m,21,loan transfer
Manchester City FC FC,2018/2019,SUMMER,Daniel Arzani,Out,Right Winger,€1.50m,19,loan transfer
Manchester City FC FC,2018/2019,SUMMER,Jack Harrison,Out,Right Winger,€3.50m,21,loan transfer
Manchester City FC FC,2018/2019,SUMMER,Thomas Agyepong,Out,Left Winger,€250k,21,loan transfer
Manchester City FC FC,2018/2019,SUMMER,Luka Ilic,Out,Attacking Midfield,€2.00m,19,loan transfer
Manchester City FC FC,2018/2019,WINTER,Ante Palaversa,In,Defensive Midfield,€550k,18,€6.30m
Manchester City FC FC,2018/2019,WINTER,Ko Itakura,In,Centre-Back,€700k,21,€1.10m
Manchester City FC FC,2018/2019,WINTER,Yangel Herrera,In,Central Midfield,€1.00m,20,"End of loan
Dec 31, 2018"
Manchester City FC FC,2018/2019,WINTER,Marlos Moreno,In,Left Winger,€500k,22,"End of loan
Dec 31, 2018"
Manchester City FC FC,2018/2019,WINTER,Anthony Cáceres,In,Attacking Midfield,€500k,26,"End of loan
Dec 31, 2018"
Manchester City FC FC,2018/2019,WINTER,Brahim Díaz,Out,Right Winger,€5.00m,19,€17.00m
Manchester City FC FC,2018/2019,WINTER,Ko Itakura,Out,Centre-Back,€700k,21,loan transfer
Manchester City FC FC,2018/2019,WINTER,Ante Palaversa,Out,Defensive Midfield,€550k,18,loan transfer
Manchester City FC FC,2018/2019,WINTER,Anthony Cáceres,Out,Attacking Midfield,€500k,26,loan transfer
Manchester City FC FC,2018/2019,WINTER,Yangel Herrera,Out,Central Midfield,€1.00m,21,loan transfer
Manchester City FC FC,2018/2019,WINTER,Marlos Moreno,Out,Left Winger,€500k,22,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Rodri,In,Defensive Midfield,€80.00m,23,€70.00m
Manchester City FC FC,2019/2020,SUMMER,João Cancelo,In,Right-Back,€55.00m,25,€65.00m
Manchester City FC FC,2019/2020,SUMMER,Pedro Porro,In,Right-Back,€10.00m,19,€12.00m
Manchester City FC FC,2019/2020,SUMMER,Angeliño,In,Left-Back,€16.00m,22,€12.00m
Manchester City FC FC,2019/2020,SUMMER,Zack Steffen,In,Goalkeeper,€5.00m,24,€6.82m
Manchester City FC FC,2019/2020,SUMMER,Ryotaro Meshino,In,Left Winger,€500k,21,€1.00m
Manchester City FC FC,2019/2020,SUMMER,Scott Carson,In,Goalkeeper,€2.00m,33,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Eric García,In,Centre-Back,-,18,-
Manchester City FC FC,2019/2020,SUMMER,Erik Palmer-Brown,In,Centre-Back,€600k,22,-
Manchester City FC FC,2019/2020,SUMMER,Lukas Nmecha,In,Centre-Forward,€1.00m,20,-
Manchester City FC FC,2019/2020,SUMMER,Arijanet Muric,In,Goalkeeper,€1.80m,21,"End of loan
May 31, 2020"
Manchester City FC FC,2019/2020,SUMMER,Ante Palaversa,In,Central Midfield,€5.00m,19,"End of loan
Jul 2, 2019"
Manchester City FC FC,2019/2020,SUMMER,Marlos Moreno,In,Left Winger,€700k,22,"End of loan
Jun 30, 2019"
Manchester City FC FC,2019/2020,SUMMER,Yangel Herrera,In,Central Midfield,€2.00m,21,"End of loan
Jun 30, 2019"
Manchester City FC FC,2019/2020,SUMMER,Anthony Cáceres,In,Attacking Midfield,€350k,26,"End of loan
Jun 30, 2019"
Manchester City FC FC,2019/2020,SUMMER,Douglas Luiz,In,Central Midfield,€2.50m,21,"End of loan
Jun 30, 2019"
Manchester City FC FC,2019/2020,SUMMER,Patrick Roberts,In,Right Winger,€5.00m,22,"End of loan
Jun 30, 2019"
Manchester City FC FC,2019/2020,SUMMER,Ryotaro Meshino,In,Left Winger,€450k,21,"End of loan
May 31, 2020"
Manchester City FC FC,2019/2020,SUMMER,Manu García,In,Attacking Midfield,€5.00m,21,"End of loan
Jun 30, 2019"
Manchester City FC FC,2019/2020,SUMMER,Pablo Marí,In,Centre-Back,€800k,25,"End of loan
Jun 30, 2019"
Manchester City FC FC,2019/2020,SUMMER,Aleix García,In,Central Midfield,€3.00m,22,"End of loan
Jun 30, 2019"
Manchester City FC FC,2019/2020,SUMMER,Luke Brattan,In,Defensive Midfield,€500k,29,"End of loan
Jun 30, 2019"
Manchester City FC FC,2019/2020,SUMMER,Danilo,Out,Centre-Back,€20.00m,28,€37.00m
Manchester City FC FC,2019/2020,SUMMER,Douglas Luiz,Out,Central Midfield,€2.50m,21,€16.80m
Manchester City FC FC,2019/2020,SUMMER,Fabian Delph,Out,Central Midfield,€15.00m,29,€9.50m
Manchester City FC FC,2019/2020,SUMMER,Manu García,Out,Attacking Midfield,€5.00m,21,€4.00m
Manchester City FC FC,2019/2020,SUMMER,Pablo Marí,Out,Centre-Back,€800k,25,€1.70m
Manchester City FC FC,2019/2020,SUMMER,Anthony Cáceres,Out,Attacking Midfield,€350k,26,free transfer
Manchester City FC FC,2019/2020,SUMMER,Luke Brattan,Out,Defensive Midfield,€500k,29,free transfer
Manchester City FC FC,2019/2020,SUMMER,Vincent Kompany,Out,Centre-Back,€8.00m,33,free transfer
Manchester City FC FC,2019/2020,SUMMER,Eliaquim Mangala,Out,Centre-Back,€10.00m,28,free transfer
Manchester City FC FC,2019/2020,SUMMER,Arijanet Muric,Out,Goalkeeper,€2.00m,20,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Ryotaro Meshino,Out,Left Winger,€500k,21,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Thomas Agyepong,Out,Left Winger,€250k,22,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Erik Palmer-Brown,Out,Centre-Back,€600k,22,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Lukas Nmecha,Out,Centre-Forward,€1.00m,20,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Marlos Moreno,Out,Left Winger,€700k,22,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Yangel Herrera,Out,Central Midfield,€2.00m,21,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Aleix García,Out,Central Midfield,€3.00m,22,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Philippe Sandler,Out,Centre-Back,€2.50m,22,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Patrick Roberts,Out,Right Winger,€5.00m,22,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Zack Steffen,Out,Goalkeeper,€5.00m,24,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Pedro Porro,Out,Right-Back,€10.00m,19,loan transfer
Manchester City FC FC,2019/2020,SUMMER,Ante Palaversa,Out,Central Midfield,€5.00m,19,loan transfer
Manchester City FC FC,2019/2020,WINTER,Slobodan Tedic,In,Centre-Forward,€2.00m,19,€3.00m
Manchester City FC FC,2019/2020,WINTER,Patrick Roberts,In,Right Winger,€3.50m,22,"End of loan
Jan 1, 2020"
Manchester City FC FC,2019/2020,WINTER,Lukas Nmecha,In,Centre-Forward,€4.00m,21,"End of loan
Jan 2, 2020"
Manchester City FC FC,2019/2020,WINTER,Angeliño,Out,Left-Back,€16.00m,23,"Loan fee:
€2.00m"
Manchester City FC FC,2019/2020,WINTER,Slobodan Tedic,Out,Centre-Forward,€2.00m,19,loan transfer
Manchester City FC FC,2019/2020,WINTER,Patrick Roberts,Out,Right Winger,€3.50m,22,loan transfer
Manchester City FC FC,2019/2020,WINTER,Lukas Nmecha,Out,Centre-Forward,€4.00m,21,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Rúben Dias,In,Centre-Back,€35.00m,23,€71.60m
Manchester City FC FC,2020/2021,SUMMER,Nathan Aké,In,Centre-Back,€28.00m,25,€45.30m
Manchester City FC FC,2020/2021,SUMMER,Ferran Torres,In,Right Winger,€45.00m,20,€33.50m
Manchester City FC FC,2020/2021,SUMMER,Nahuel Bustos,In,Centre-Forward,€6.70m,22,€6.50m
Manchester City FC FC,2020/2021,SUMMER,Yan Couto,In,Right-Back,€3.60m,18,€6.00m
Manchester City FC FC,2020/2021,SUMMER,Issa Kaboré,In,Right-Back,€1.30m,19,€4.50m
Manchester City FC FC,2020/2021,SUMMER,Taylor Harwood-Bellis,In,Centre-Back,€3.00m,19,"End of loan
May 31, 2021"
Manchester City FC FC,2020/2021,SUMMER,Daniel Arzani,In,Right Winger,€900k,21,"End of loan
Jun 30, 2020"
Manchester City FC FC,2020/2021,SUMMER,Patrick Roberts,In,Right Winger,€2.00m,24,"End of loan
May 31, 2021"
Manchester City FC FC,2020/2021,SUMMER,Jack Harrison,In,Right Winger,€15.00m,24,"End of loan
May 31, 2021"
Manchester City FC FC,2020/2021,SUMMER,Lukas Nmecha,In,Centre-Forward,€3.60m,21,"End of loan
Jul 31, 2020"
Manchester City FC FC,2020/2021,SUMMER,Patrick Roberts,In,Right Winger,€2.80m,23,"End of loan
Jul 31, 2020"
Manchester City FC FC,2020/2021,SUMMER,Slobodan Tedic,In,Centre-Forward,€3.00m,20,"End of loan
Jun 30, 2020"
Manchester City FC FC,2020/2021,SUMMER,Aleix García,In,Central Midfield,€3.20m,23,"End of loan
Jun 30, 2020"
Manchester City FC FC,2020/2021,SUMMER,Pedro Porro,In,Right-Back,€9.00m,20,"End of loan
Jul 20, 2020"
Manchester City FC FC,2020/2021,SUMMER,Thomas Agyepong,In,Left Winger,€300k,23,"End of loan
Jun 30, 2020"
Manchester City FC FC,2020/2021,SUMMER,Marlos Moreno,In,Left Winger,€325k,23,"End of loan
Jun 30, 2020"
Manchester City FC FC,2020/2021,SUMMER,Luka Ilic,In,Attacking Midfield,€1.20m,20,"End of loan
Jun 30, 2020"
Manchester City FC FC,2020/2021,SUMMER,Philippe Sandler,In,Centre-Back,€3.50m,23,"End of loan
Jun 30, 2020"
Manchester City FC FC,2020/2021,SUMMER,Zack Steffen,In,Goalkeeper,€6.00m,25,"End of loan
Jun 30, 2020"
Manchester City FC FC,2020/2021,SUMMER,Ante Palaversa,In,Central Midfield,€3.60m,20,"End of loan
Jun 30, 2020"
Manchester City FC FC,2020/2021,SUMMER,Ko Itakura,In,Centre-Back,€800k,23,"End of loan
Jun 30, 2020"
Manchester City FC FC,2020/2021,SUMMER,Leroy Sané,Out,Right Winger,€80.00m,24,€49.00m
Manchester City FC FC,2020/2021,SUMMER,Nicolás Otamendi,Out,Centre-Back,€14.50m,32,€15.00m
Manchester City FC FC,2020/2021,SUMMER,David Silva,Out,Attacking Midfield,€12.00m,34,free transfer
Manchester City FC FC,2020/2021,SUMMER,Aleix García,Out,Central Midfield,€3.20m,23,free transfer
Manchester City FC FC,2020/2021,SUMMER,Claudio Bravo,Out,Goalkeeper,€1.20m,37,free transfer
Manchester City FC FC,2020/2021,SUMMER,Nahuel Bustos,Out,Centre-Forward,€6.70m,22,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Lukas Nmecha,Out,Centre-Forward,€3.60m,21,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Slobodan Tedic,Out,Centre-Forward,€3.00m,20,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Daniel Arzani,Out,Right Winger,€900k,21,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Pedro Porro,Out,Right-Back,€9.00m,20,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Issa Kaboré,Out,Right-Back,€1.30m,19,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Ante Palaversa,Out,Central Midfield,€3.60m,20,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Ko Itakura,Out,Centre-Back,€800k,23,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Ryotaro Meshino,Out,Left Winger,€450k,22,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Arijanet Muric,Out,Goalkeeper,€1.80m,21,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Yan Couto,Out,Right-Back,€3.60m,18,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Marlos Moreno,Out,Left Winger,€325k,24,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Luka Ilic,Out,Attacking Midfield,€1.20m,21,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Thomas Agyepong,Out,Left Winger,€300k,23,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Patrick Roberts,Out,Right Winger,€2.80m,23,loan transfer
Manchester City FC FC,2020/2021,SUMMER,Scott Carson,Out,Goalkeeper,€500k,35,"End of loan
May 31, 2021"
Manchester City FC FC,2020/2021,WINTER,Diego Rosa,In,Defensive Midfield,-,18,€6.00m
Manchester City FC FC,2020/2021,WINTER,Taylor Harwood-Bellis,In,Centre-Back,€2.30m,18,-
Manchester City FC FC,2020/2021,WINTER,Ante Palaversa,In,Defensive Midfield,€3.00m,20,"End of loan
Jan 25, 2021"
Manchester City FC FC,2020/2021,WINTER,Arijanet Muric,In,Goalkeeper,€1.50m,22,"End of loan
Jan 31, 2021"
Manchester City FC FC,2020/2021,WINTER,Patrick Roberts,In,Right Winger,€2.50m,23,"End of loan
Jan 31, 2021"
Manchester City FC FC,2020/2021,WINTER,Daniel Arzani,In,Right Winger,€700k,22,"End of loan
Jan 25, 2021"
Manchester City FC FC,2020/2021,WINTER,Daniel Arzani,Out,Right Winger,€700k,22,loan transfer
Manchester City FC FC,2020/2021,WINTER,Ante Palaversa,Out,Defensive Midfield,€3.00m,20,loan transfer
Manchester City FC FC,2020/2021,WINTER,Arijanet Muric,Out,Goalkeeper,€1.50m,22,loan transfer
Manchester City FC FC,2020/2021,WINTER,Taylor Harwood-Bellis,Out,Centre-Back,€2.30m,19,loan transfer
Manchester City FC FC,2020/2021,WINTER,Patrick Roberts,Out,Right Winger,€2.50m,23,loan transfer
Manchester City FC FC,2020/2021,WINTER,Diego Rosa,Out,Defensive Midfield,-,18,loan transfer
Manchester City FC FC,2021/2022,SUMMER,Jack Grealish,In,Left Winger,€65.00m,25,€117.50m
Manchester City FC FC,2021/2022,SUMMER,Scott Carson,In,Goalkeeper,€300k,35,free transfer
Manchester City FC FC,2021/2022,SUMMER,Cole Palmer,In,Attacking Midfield,€500k,19,-
Manchester City FC FC,2021/2022,SUMMER,Erik Palmer-Brown,In,Centre-Back,€1.50m,24,"End of loan
Jun 30, 2021"
Manchester City FC FC,2021/2022,SUMMER,Taylor Harwood-Bellis,In,Centre-Back,€7.00m,20,"End of loan
May 31, 2022"
Manchester City FC FC,2021/2022,SUMMER,Arijanet Muric,In,Goalkeeper,€1.30m,22,"End of loan
Jun 30, 2021"
Manchester City FC FC,2021/2022,SUMMER,Daniel Arzani,In,Right Winger,€600k,22,"End of loan
Jun 30, 2021"
Manchester City FC FC,2021/2022,SUMMER,Marlos Moreno,In,Left Winger,€1.00m,24,"End of loan
Jun 30, 2021"
Manchester City FC FC,2021/2022,SUMMER,Yan Couto,In,Right-Back,€4.00m,19,"End of loan
Jun 30, 2021"
Manchester City FC FC,2021/2022,SUMMER,Angeliño,In,Left-Back,€35.00m,24,"End of loan
Jun 30, 2021"
Manchester City FC FC,2021/2022,SUMMER,Ryotaro Meshino,In,Left Winger,€450k,23,"End of loan
Jun 30, 2021"
Manchester City FC FC,2021/2022,SUMMER,Yangel Herrera,In,Central Midfield,€18.00m,23,"End of loan
Jun 30, 2021"
Manchester City FC FC,2021/2022,SUMMER,Lukas Nmecha,In,Centre-Forward,€12.00m,22,"End of loan
Jun 30, 2021"
Manchester City FC FC,2021/2022,SUMMER,Issa Kaboré,In,Right-Back,€3.00m,20,"End of loan
Jun 30, 2021"
Manchester City FC FC,2021/2022,SUMMER,Ko Itakura,In,Centre-Back,€3.50m,24,"End of loan
Jun 30, 2021"
Manchester City FC FC,2021/2022,SUMMER,Angeliño,Out,Left-Back,€35.00m,24,€18.00m
Manchester City FC FC,2021/2022,SUMMER,Jack Harrison,Out,Right Winger,€15.00m,24,€12.80m
Manchester City FC FC,2021/2022,SUMMER,Lukas Nmecha,Out,Centre-Forward,€12.00m,22,€8.00m
Manchester City FC FC,2021/2022,SUMMER,Eric García,Out,Centre-Back,€20.00m,20,free transfer
Manchester City FC FC,2021/2022,SUMMER,Sergio Agüero,Out,Centre-Forward,€18.00m,33,free transfer
Manchester City FC FC,2021/2022,SUMMER,Arijanet Muric,Out,Goalkeeper,€1.30m,22,loan transfer
Manchester City FC FC,2021/2022,SUMMER,Patrick Roberts,Out,Right Winger,€2.00m,24,loan transfer
Manchester City FC FC,2021/2022,SUMMER,Philippe Sandler,Out,Centre-Back,€2.50m,24,loan transfer
Manchester City FC FC,2021/2022,SUMMER,Ko Itakura,Out,Centre-Back,€3.50m,24,loan transfer
Manchester City FC FC,2021/2022,SUMMER,Daniel Arzani,Out,Right Winger,€600k,22,loan transfer
Manchester City FC FC,2021/2022,SUMMER,Yan Couto,Out,Right-Back,€4.00m,19,loan transfer
Manchester City FC FC,2021/2022,SUMMER,Erik Palmer-Brown,Out,Centre-Back,€1.50m,24,loan transfer
Manchester City FC FC,2021/2022,SUMMER,Yangel Herrera,Out,Central Midfield,€18.00m,23,loan transfer
Manchester City FC FC,2021/2022,SUMMER,Taylor Harwood-Bellis,Out,Centre-Back,€3.00m,19,loan transfer
Manchester City FC FC,2021/2022,SUMMER,Issa Kaboré,Out,Right-Back,€3.00m,20,loan transfer
Manchester City FC FC,2021/2022,SUMMER,Marlos Moreno,Out,Left Winger,€1.00m,24,loan transfer
Manchester City FC FC,2021/2022,SUMMER,Ryotaro Meshino,Out,Left Winger,€450k,23,loan transfer
Manchester City FC FC,2021/2022,WINTER,Julián Alvarez,In,Centre-Forward,€20.00m,22,€21.40m
Manchester City FC FC,2021/2022,WINTER,Luka Ilic,In,Attacking Midfield,€950k,22,"End of loan
Jan 1, 2022"
Manchester City FC FC,2021/2022,WINTER,Taylor Harwood-Bellis,In,Centre-Back,€3.00m,19,"End of loan
Jan 10, 2022"
Manchester City FC FC,2021/2022,WINTER,Erik Palmer-Brown,In,Centre-Back,€1.50m,24,"End of loan
Feb 1, 2022"
Manchester City FC FC,2021/2022,WINTER,Patrick Roberts,In,Right Winger,€1.50m,24,"End of loan
Jan 20, 2022"
Manchester City FC FC,2021/2022,WINTER,Philippe Sandler,In,Centre-Back,€2.00m,24,"End of loan
Jan 25, 2022"
Manchester City FC FC,2021/2022,WINTER,Ferran Torres,Out,Right Winger,€45.00m,21,€55.00m
Manchester City FC FC,2021/2022,WINTER,Patrick Roberts,Out,Right Winger,€1.50m,24,free transfer
Manchester City FC FC,2021/2022,WINTER,Philippe Sandler,Out,Centre-Back,€2.00m,24,free transfer
Manchester City FC FC,2021/2022,WINTER,Erik Palmer-Brown,Out,Centre-Back,€1.50m,24,free transfer
Manchester City FC FC,2021/2022,WINTER,Julián Alvarez,Out,Centre-Forward,€20.00m,22,loan transfer
Manchester City FC FC,2021/2022,WINTER,Luka Ilic,Out,Attacking Midfield,€800k,22,?
Manchester City FC FC,2021/2022,WINTER,Taylor Harwood-Bellis,Out,Centre-Back,€3.00m,19,loan transfer
Manchester City FC FC,2022/2023,SUMMER,Erling Haaland,In,Centre-Forward,€150.00m,21,€60.00m
Manchester City FC FC,2022/2023,SUMMER,Kalvin Phillips,In,Defensive Midfield,€50.00m,26,€49.00m
Manchester City FC FC,2022/2023,SUMMER,Manuel Akanji,In,Centre-Back,€30.00m,27,€20.00m
Manchester City FC FC,2022/2023,SUMMER,Sergio Gómez,In,Right Winger,€10.00m,21,€15.00m
Manchester City FC FC,2022/2023,SUMMER,Stefan Ortega,In,Goalkeeper,€6.00m,29,free transfer
Manchester City FC FC,2022/2023,SUMMER,Rico Lewis,In,Right-Back,-,17,-
Manchester City FC FC,2022/2023,SUMMER,Slobodan Tedic,In,Centre-Forward,€600k,23,"End of loan
May 31, 2023"
Manchester City FC FC,2022/2023,SUMMER,Pedro Porro,In,Right-Back,€25.00m,22,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Josh Wilson-Esbrand,In,Left-Back,€1.00m,20,"End of loan
May 31, 2023"
Manchester City FC FC,2022/2023,SUMMER,Slobodan Tedic,In,Centre-Forward,€750k,22,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Nahuel Bustos,In,Centre-Forward,€3.00m,23,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Thomas Agyepong,In,Left Winger,€150k,25,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Ante Palaversa,In,Central Midfield,€1.50m,22,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Diego Rosa,In,Defensive Midfield,€500k,19,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Issa Kaboré,In,Right-Back,€4.00m,21,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Marlos Moreno,In,Left Winger,€900k,25,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Taylor Harwood-Bellis,In,Centre-Back,€15.00m,21,"End of loan
May 31, 2023"
Manchester City FC FC,2022/2023,SUMMER,Ryotaro Meshino,In,Left Winger,€300k,24,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Arijanet Muric,In,Goalkeeper,€2.60m,23,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Daniel Arzani,In,Right Winger,€500k,23,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Ko Itakura,In,Centre-Back,€5.00m,25,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Yan Couto,In,Right-Back,€5.00m,20,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Yangel Herrera,In,Central Midfield,€14.00m,24,"End of loan
Jun 30, 2022"
Manchester City FC FC,2022/2023,SUMMER,Zack Steffen,In,Goalkeeper,€4.50m,28,"End of loan
May 31, 2023"
Manchester City FC FC,2022/2023,SUMMER,Julián Alvarez,In,Centre-Forward,€23.00m,22,"End of loan
Jul 7, 2022"
Manchester City FC FC,2022/2023,SUMMER,Raheem Sterling,Out,Right Winger,€70.00m,27,€56.20m
Manchester City FC FC,2022/2023,SUMMER,Gabriel Jesus,Out,Centre-Forward,€50.00m,25,€52.20m
Manchester City FC FC,2022/2023,SUMMER,Oleksandr Zinchenko,Out,Left-Back,€25.00m,25,€35.00m
Manchester City FC FC,2022/2023,SUMMER,Pedro Porro,Out,Right-Back,€25.00m,22,€8.77m
Manchester City FC FC,2022/2023,SUMMER,Ko Itakura,Out,Centre-Back,€5.00m,25,€5.00m
Manchester City FC FC,2022/2023,SUMMER,Arijanet Muric,Out,Goalkeeper,€2.60m,23,€3.00m
Manchester City FC FC,2022/2023,SUMMER,Ryotaro Meshino,Out,Left Winger,€300k,24,free transfer
Manchester City FC FC,2022/2023,SUMMER,Fernandinho,Out,Defensive Midfield,€1.50m,37,free transfer
Manchester City FC FC,2022/2023,SUMMER,Daniel Arzani,Out,Right Winger,€500k,23,free transfer
Manchester City FC FC,2022/2023,SUMMER,Nahuel Bustos,Out,Centre-Forward,€3.00m,24,loan transfer
Manchester City FC FC,2022/2023,SUMMER,Ante Palaversa,Out,Central Midfield,€1.50m,22,?
Manchester City FC FC,2022/2023,SUMMER,Marlos Moreno,Out,Left Winger,€900k,25,?
Manchester City FC FC,2022/2023,SUMMER,Zack Steffen,Out,Goalkeeper,€6.00m,27,loan transfer
Manchester City FC FC,2022/2023,SUMMER,Yan Couto,Out,Right-Back,€5.00m,20,loan transfer
Manchester City FC FC,2022/2023,SUMMER,Yangel Herrera,Out,Central Midfield,€14.00m,24,loan transfer
Manchester City FC FC,2022/2023,SUMMER,Slobodan Tedic,Out,Centre-Forward,€750k,22,loan transfer
Manchester City FC FC,2022/2023,SUMMER,Taylor Harwood-Bellis,Out,Centre-Back,€7.00m,20,loan transfer
Manchester City FC FC,2022/2023,SUMMER,Issa Kaboré,Out,Right-Back,€4.00m,21,loan transfer
Manchester City FC FC,2022/2023,SUMMER,Diego Rosa,Out,Defensive Midfield,€500k,19,loan transfer
Manchester City FC FC,2022/2023,SUMMER,Thomas Agyepong,Out,Left Winger,€150k,25,-
Manchester City FC FC,2022/2023,WINTER,Máximo Perrone,In,Defensive Midfield,€8.50m,20,€11.00m
Manchester City FC FC,2022/2023,WINTER,Josh Wilson-Esbrand,In,Left-Back,€1.00m,20,-
Manchester City FC FC,2022/2023,WINTER,Diego Rosa,In,Defensive Midfield,€700k,20,"End of loan
Dec 31, 2022"
Manchester City FC FC,2022/2023,WINTER,Nahuel Bustos,In,Centre-Forward,€3.00m,24,"End of loan
Dec 31, 2022"
Manchester City FC FC,2022/2023,WINTER,Diego Rosa,Out,Defensive Midfield,€700k,20,€2.00m
Manchester City FC FC,2022/2023,WINTER,João Cancelo,Out,Right-Back,€70.00m,28,loan transfer
Manchester City FC FC,2022/2023,WINTER,Josh Wilson-Esbrand,Out,Left-Back,€1.00m,20,loan transfer
Manchester City FC FC,2022/2023,WINTER,Nahuel Bustos,Out,Centre-Forward,€3.00m,24,loan transfer
Manchester City FC FC,2023/2024,SUMMER,Josko Gvardiol,In,Left-Back,€75.00m,21,€90.00m
Manchester City FC FC,2023/2024,SUMMER,Matheus Nunes,In,Central Midfield,€45.00m,25,€62.00m
Manchester City FC FC,2023/2024,SUMMER,Jérémy Doku,In,Left Winger,€28.00m,21,€60.00m
Manchester City FC FC,2023/2024,SUMMER,Mateo Kovacic,In,Central Midfield,€38.00m,29,€29.10m
Manchester City FC FC,2023/2024,SUMMER,James Trafford,In,Goalkeeper,€2.50m,20,-
Manchester City FC FC,2023/2024,SUMMER,Oscar Bobb,In,Right Winger,-,19,-
Manchester City FC FC,2023/2024,SUMMER,Tommy Doyle,In,Central Midfield,€7.00m,21,-
Manchester City FC FC,2023/2024,SUMMER,James McAtee,In,Attacking Midfield,€12.00m,20,-
Manchester City FC FC,2023/2024,SUMMER,Taylor Harwood-Bellis,In,Centre-Back,€22.00m,22,"End of loan
May 31, 2024"
Manchester City FC FC,2023/2024,SUMMER,Tommy Doyle,In,Central Midfield,€10.00m,22,"End of loan
May 31, 2024"
Manchester City FC FC,2023/2024,SUMMER,Issa Kaboré,In,Right-Back,€10.00m,23,"End of loan
May 31, 2024"
Manchester City FC FC,2023/2024,SUMMER,João Cancelo,In,Right-Back,€50.00m,29,"End of loan
Jun 30, 2023"
Manchester City FC FC,2023/2024,SUMMER,Nahuel Bustos,In,Centre-Forward,€3.00m,24,"End of loan
Jun 30, 2023"
Manchester City FC FC,2023/2024,SUMMER,Josh Wilson-Esbrand,In,Left-Back,€4.00m,21,"End of loan
May 31, 2024"
Manchester City FC FC,2023/2024,SUMMER,Issa Kaboré,In,Right-Back,€7.00m,22,"End of loan
Jun 30, 2023"
Manchester City FC FC,2023/2024,SUMMER,Yangel Herrera,In,Central Midfield,€5.00m,25,"End of loan
Jun 30, 2023"
Manchester City FC FC,2023/2024,SUMMER,Cole Palmer,Out,Attacking Midfield,€18.00m,21,€47.00m
Manchester City FC FC,2023/2024,SUMMER,Riyad Mahrez,Out,Right Winger,€20.00m,32,€35.00m
Manchester City FC FC,2023/2024,SUMMER,Aymeric Laporte,Out,Centre-Back,€25.00m,29,€27.50m
Manchester City FC FC,2023/2024,SUMMER,James Trafford,Out,Goalkeeper,€15.00m,20,€17.30m
Manchester City FC FC,2023/2024,SUMMER,Yangel Herrera,Out,Central Midfield,€5.00m,25,€5.00m
